TC_ID	Chr.wt	start	end	Strand.dcp2	Assigned_gene_name	in_coding_gene
615	chrIII	79080	79115	+	YCL024W	NA
616	chrIII	83504	83546	+	YCL021W-A	NA
617	chrIII	83632	83648	+	YCL021W-A	YCL051W
618	chrIII	83761	83787	+	NA	YCL051W
619	chrIII	84535	84535	+	YCL019W	NA
620	chrIII	84646	84646	+	YCL019W	NA
621	chrIII	84724	84751	+	YCL019W	NA
622	chrIII	85081	85133	+	YCL020W	YCL054W-A
623	chrIII	91284	91326	+	YCL018W	NA
624	chrIII	91569	91570	+	NA	YCL055W
625	chrIII	95895	95903	+	YCL014W	NA
626	chrIII	96163	96219	+	YCL014W	NA
627	chrIII	103581	103602	+	NA	NA
628	chrIII	106993	107015	+	YCL005W-A	NA
629	chrIII	107673	107712	+	YCL005W	NA
630	chrIII	107967	108087	+	YCL005W	YCL063W
631	chrIII	108249	108306	+	NA	YCL063W
632	chrIII	109009	109074	+	YCL004W	NA
633	chrIII	109240	109297	+	NA	YCL065W
634	chrIII	111844	111910	+	YCL001W	NA
635	chrIII	112161	112263	+	NA	YCL076W
636	chrIII	114639	114678	+	NA	NA
637	chrIII	116381	116408	+	NA	NA
638	chrIII	116826	116865	+	NA	NA
639	chrIII	117053	117053	+	NA	NA
640	chrIII	118595	118598	+	YCR003W	NA
641	chrIII	120151	120178	+	NA	NA
642	chrIII	120475	120512	+	NA	NA
643	chrIII	120776	120802	+	NA	NA
644	chrIII	124069	124083	+	NA	NA
645	chrIII	125210	125301	+	NA	NA
646	chrIII	125432	125447	+	NA	NA
647	chrIII	125569	125610	+	NA	NA
648	chrIII	126467	126567	+	NA	NA
649	chrIII	127151	127191	+	NA	NA
650	chrIII	127990	128049	+	YCR008W	NA
651	chrIII	128152	128200	+	YCR008W	NA
652	chrIII	132260	132304	+	NA	NA
653	chrIII	132363	132394	+	NA	NA
654	chrIII	136812	136858	+	YCR012W	NA
655	chrIII	137703	137706	+	YCR012W	NA
656	chrIII	137794	138176	+	NA	YCR012W
657	chrIII	138268	138337	+	NA	YCR012W
658	chrIII	138424	138500	+	NA	YCR012W
659	chrIII	138500	138672	+	NA	YCR012W
660	chrIII	140418	140439	+	NA	NA
661	chrIII	141131	141146	+	NA	NA
662	chrIII	143573	143636	+	YCR016W	NA
663	chrIII	143970	144009	+	NA	YCR016W
664	chrIII	144206	144249	+	NA	YCR016W
665	chrIII	147867	147917	+	NA	NA
666	chrIII	151974	151997	+	YCR019W	NA
667	chrIII	152693	152726	+	YCR019W	NA
668	chrIII	152831	152875	+	YCR019W	YCR019W
669	chrIII	155262	155310	+	YCR020W-B	NA
670	chrIII	155490	155499	+	NA	YCR020W-B
671	chrIII	156298	156373	+	NA	NA
672	chrIII	157738	157906	+	NA	NA
673	chrIII	158044	158090	+	NA	NA
674	chrIII	158370	158397	+	NA	NA
675	chrIII	158582	158642	+	NA	NA
676	chrIII	160591	160705	+	NA	NA
677	chrIII	166537	166537	+	NA	NA
678	chrIII	169018	169052	+	NA	NA
679	chrIII	169175	169188	+	NA	NA
680	chrIII	173635	173657	+	NA	NA
681	chrIII	173697	173707	+	NA	NA
682	chrIII	179018	179056	+	YCR032W	NA
683	chrIII	179391	179429	+	YCR032W	NA
684	chrIII	186267	186293	+	YCR033W	NA
685	chrIII	190552	190566	+	YCR034W	NA
686	chrIII	193245	193360	+	YCR036W	YCR036W
687	chrIII	193833	193882	+	NA	YCR036W
688	chrIII	202714	202769	+	NA	NA
689	chrIII	205775	205822	+	NA	NA
690	chrIII	206830	206916	+	NA	NA
691	chrIII	208082	208180	+	YCR045W-A	NA
692	chrIII	208443	208508	+	YCR045W-A	NA
693	chrIII	209885	209892	+	NA	NA
694	chrIII	210195	210205	+	NA	NA
695	chrIII	210596	210658	+	YCR047W-A	NA
696	chrIII	211875	211910	+	YCR048W	NA
697	chrIII	212406	212432	+	NA	YCR048W
698	chrIII	213456	213462	+	NA	YCR048W
699	chrIII	214047	214065	+	YCR051W	NA
700	chrIII	214919	214983	+	YCR052W	NA
701	chrIII	215110	215149	+	NA	YCR052W
702	chrIII	216622	216656	+	YCR053W	NA
703	chrIII	216976	216985	+	NA	YCR053W
704	chrIII	217123	217159	+	NA	YCR053W
705	chrIII	223505	223531	+	YCR060W	NA
706	chrIII	224374	224422	+	YCR060W	NA
707	chrIII	225486	225538	+	YCR061W	NA
708	chrIII	226320	226325	+	NA	YCR061W
709	chrIII	226692	226720	+	NA	YCR061W
710	chrIII	226955	226989	+	NA	YCR061W
711	chrIII	227143	227228	+	NA	YCR061W
712	chrIII	227350	227369	+	NA	YCR061W
713	chrIII	228280	228345	+	YCR063W	YCR063W
714	chrIII	229122	229172	+	YCR065W	NA
715	chrIII	229221	229250	+	YCR065W	NA
716	chrIII	229937	229985	+	NA	YCR065W
717	chrIII	231450	231469	+	YCR066W	NA
718	chrIII	236418	236421	+	YCR068W	NA
719	chrIII	236692	236742	+	YCR068W	NA
720	chrIII	237046	237092	+	YCR068W	NA
721	chrIII	238895	238938	+	YCR069W	NA
722	chrIII	242581	242622	+	NA	NA
723	chrIII	246938	246953	+	YCR073W-A	NA
724	chrIII	247164	247166	+	NA	YCR073W-A
725	chrIII	247303	247333	+	NA	YCR073W-A
726	chrIII	248763	248808	+	YCR075W-A	NA
727	chrIII	248941	248981	+	YCR075W-A	NA
728	chrIII	252181	252214	+	YCR079W	NA
729	chrIII	252781	252847	+	YCR079W	NA
730	chrIII	253058	253060	+	NA	YCR079W
731	chrIII	254347	254397	+	YCR081W	NA
732	chrIII	258834	258866	+	YCR082W	NA
733	chrIII	259543	259569	+	YCR083W	NA
734	chrIII	262514	262553	+	YCR085W	NA
735	chrIII	263137	263159	+	YCR086W	YCR085W
736	chrIII	263302	263482	+	YCR086W	NA
737	chrIII	263563	263571	+	YCR087W	YCR086W
738	chrIII	264640	264669	+	YCR088W	NA
739	chrIII	265014	265034	+	YCR088W	NA
740	chrIII	266406	266450	+	NA	YCR088W
741	chrIII	267120	267233	+	YCR089W	NA
742	chrIII	267243	267277	+	YCR089W	NA
743	chrIII	267382	267395	+	YCR089W	NA
744	chrIII	273089	273104	+	NA	NA
745	chrIII	274330	274365	+	YCR091W	NA
746	chrIII	275679	275697	+	NA	YCR091W
747	chrIII	280055	280101	+	YCR093W	NA
748	chrIII	280356	280432	+	NA	YCR093W
749	chrIII	283114	283124	+	NA	YCR093W
750	chrIII	286699	286738	+	YCR094W	NA
751	chrIII	289472	289541	+	YCR095W-A	NA
752	chrIII	289796	289844	+	NA	NA
753	chrIII	291369	291390	+	NA	NA
754	chrIII	293823	293871	+	YCR097W	NA
755	chrIII	293961	293981	+	YCR097W-A	YCR097W
756	chrIII	298453	298457	+	NA	NA
757	chrIII	298648	298700	+	NA	NA
758	chrIII	298963	298973	+	NA	NA
759	chrIII	299558	299565	+	NA	NA
760	chrIII	299690	299719	+	NA	NA
761	chrIII	299916	299974	+	NA	NA
762	chrIII	300175	300242	+	NA	NA
763	chrIII	300333	300399	+	NA	NA
764	chrIII	303145	303188	+	NA	NA
765	chrIII	303214	303247	+	NA	NA
766	chrIII	303294	303402	+	NA	NA
767	chrIII	305931	305990	+	YCR102W-A	NA
768	chrIII	309779	309804	+	NA	YCR105W
769	chrIII	310374	310416	+	YCR106W	NA
770	chrIII	310927	310960	+	YCR106W	NA
771	chrIII	313767	313813	+	YCR107W	NA
772	chrIII	314679	314691	+	NA	YCR107W
773	chrIII	314870	314900	+	NA	YCR107W
774	chrIV	11734	11751	+	NA	NA
775	chrIV	16537	16582	+	NA	YDL006W
776	chrIV	16702	16727	+	NA	YDL006W
777	chrIV	16903	16939	+	NA	YDL006W
778	chrIV	17708	17747	+	NA	NA
779	chrIV	17844	17940	+	NA	NA
780	chrIV	19266	19283	+	NA	YDL007W
781	chrIV	19410	19447	+	NA	NA
782	chrIV	20122	20199	+	YDL241W	NA
783	chrIV	20287	20298	+	YDL241W	NA
784	chrIV	20461	20637	+	YDL241W	YDL008W
785	chrIV	21791	21837	+	YDL240W	NA
786	chrIV	22633	22657	+	YDL240W	NA
787	chrIV	30225	30257	+	YDL237W	NA
788	chrIV	30614	30662	+	YDL237W	NA
789	chrIV	31299	31325	+	NA	YDL013W
790	chrIV	32235	32290	+	YDL236W	NA
791	chrIV	33386	33407	+	NA	NA
792	chrIV	35483	35500	+	NA	NA
793	chrIV	36769	36804	+	YDL233W	NA
794	chrIV	38455	38471	+	YDL232W	NA
795	chrIV	42203	42223	+	YDL230W	NA
796	chrIV	42650	42702	+	YDL230W	NA
797	chrIV	44030	44035	+	YDL229W	NA
798	chrIV	44088	44177	+	NA	YDL025W-A
799	chrIV	44452	44494	+	NA	YDL025W-A
800	chrIV	45043	45247	+	NA	YDL025W-A
801	chrIV	45520	45550	+	NA	YDL025W-A
802	chrIV	46312	46346	+	NA	NA
803	chrIV	49878	50067	+	NA	NA
804	chrIV	50283	50295	+	NA	NA
805	chrIV	50420	50526	+	NA	NA
806	chrIV	52375	52404	+	YDL225W	NA
807	chrIV	59124	59136	+	NA	NA
808	chrIV	60695	60708	+	NA	NA
809	chrIV	61136	61156	+	YDL221W	NA
810	chrIV	65194	65233	+	YDL219W	NA
811	chrIV	66436	66469	+	YDL218W	NA
812	chrIV	67081	67126	+	NA	YDL031W
813	chrIV	68969	68980	+	NA	NA
814	chrIV	69252	69273	+	NA	NA
815	chrIV	73538	73626	+	NA	NA
816	chrIV	74383	74409	+	NA	NA
817	chrIV	74870	74954	+	NA	NA
818	chrIV	78371	78404	+	YDL212W	NA
819	chrIV	78799	78802	+	NA	YDL032W
820	chrIV	79732	79756	+	NA	NA
821	chrIV	80638	80735	+	NA	NA
822	chrIV	84194	84212	+	YDL210W	NA
823	chrIV	84862	84899	+	NA	YDL034W
824	chrIV	85017	85047	+	NA	YDL034W
825	chrIV	85382	85424	+	NA	YDL034W
826	chrIV	87467	87499	+	YDL208W	NA
827	chrIV	88210	88252	+	YDL207W	NA
828	chrIV	90016	90066	+	YDL206W	NA
829	chrIV	94106	94187	+	YDL204W	NA
830	chrIV	94576	94599	+	YDL204W	NA
831	chrIV	98413	98455	+	YDL202W	NA
832	chrIV	99469	99530	+	YDL201W	NA
833	chrIV	99674	99701	+	NA	YDL056W
834	chrIV	103608	103617	+	NA	NA
835	chrIV	106688	106704	+	YDL196W	NA
836	chrIV	107079	107127	+	YDL195W	NA
837	chrIV	110190	110211	+	NA	YDL058W
838	chrIV	110371	110399	+	NA	YDL058W
839	chrIV	111357	111385	+	YDL194W	NA
840	chrIV	114562	114629	+	YDL193W	NA
841	chrIV	114674	114683	+	YDL193W	YDL062W
842	chrIV	116235	116288	+	YDL192W	NA
843	chrIV	116438	116439	+	NA	YDL064W
844	chrIV	116519	116529	+	NA	YDL064W
845	chrIV	117627	117652	+	YDL191W	NA
846	chrIV	118158	118197	+	NA	YDL066W
847	chrIV	121956	122026	+	YDL189W	NA
848	chrIV	122174	122200	+	NA	YDL068W
849	chrIV	126667	126689	+	YDL185W	NA
850	chrIV	130913	130919	+	NA	NA
851	chrIV	132099	132117	+	NA	NA
852	chrIV	133402	133420	+	YDL182W	NA
853	chrIV	133634	133682	+	NA	YDL075W
854	chrIV	135012	135127	+	YDL181W	NA
855	chrIV	135718	135804	+	YDL180W	NA
856	chrIV	138078	138120	+	YDL179W	NA
857	chrIV	138148	138223	+	YDL179W	NA
858	chrIV	139486	139506	+	YDL178W	NA
859	chrIV	139798	139823	+	NA	YDL086W
860	chrIV	140020	140070	+	NA	YDL086W
861	chrIV	141928	141986	+	YDL176W	NA
862	chrIV	148141	148191	+	YDL173W	NA
863	chrIV	156287	156325	+	YDL170W	YDL093W
864	chrIV	159506	159571	+	YDL168W	NA
865	chrIV	163412	163426	+	YDL165W	NA
866	chrIV	164241	164278	+	YDL165W	NA
867	chrIV	167500	167522	+	YDL161W	NA
868	chrIV	167691	167706	+	YDL161W	NA
869	chrIV	169263	169319	+	NA	NA
870	chrIV	171987	171999	+	YDL159W-A	NA
871	chrIV	172421	172438	+	YDL159W	NA
872	chrIV	174778	174821	+	YDL156W	NA
873	chrIV	176633	176643	+	YDL155W	NA
874	chrIV	179992	180052	+	NA	YDL114W-A
875	chrIV	183215	183255	+	YDL150W	NA
876	chrIV	184884	184911	+	YDL149W	NA
877	chrIV	190865	190914	+	YDL147W	NA
878	chrIV	191295	191374	+	NA	YDL120W
879	chrIV	191685	191693	+	NA	YDL120W
880	chrIV	192557	192594	+	YDL146W	NA
881	chrIV	198624	198647	+	NA	NA
882	chrIV	199953	199965	+	YDL143W	NA
883	chrIV	202756	202838	+	YDL141W	NA
884	chrIV	202920	202952	+	YDL141W	NA
885	chrIV	203761	203788	+	NA	YDL124W
886	chrIV	210674	210674	+	NA	NA
887	chrIV	213069	213214	+	YDL138W	NA
888	chrIV	213370	213401	+	YDL138W	YDL127W
889	chrIV	216034	216128	+	YDL137W	NA
890	chrIV	216471	216485	+	NA	YDL128W
891	chrIV	217567	217577	+	YDL136W	NA
892	chrIV	218011	218014	+	NA	YDL129W
893	chrIV	219013	219046	+	NA	NA
894	chrIV	219364	219373	+	NA	NA
895	chrIV	220892	220982	+	NA	NA
896	chrIV	222006	222026	+	YDL133W	NA
897	chrIV	222271	222354	+	YDL133W	NA
898	chrIV	222475	222555	+	YDL133W	YDL130W
899	chrIV	222776	222832	+	NA	YDL130W
900	chrIV	223990	224039	+	YDL132W	NA
901	chrIV	227320	227357	+	YDL131W	NA
902	chrIV	229106	229152	+	YDL130W-A	NA
903	chrIV	229291	229359	+	NA	YDL132W
904	chrIV	229826	229890	+	YDL130W	NA
905	chrIV	230327	230360	+	NA	YDL133W
906	chrIV	230843	230980	+	YDL129W	NA
907	chrIV	232577	232643	+	YDL128W	NA
908	chrIV	232858	232910	+	NA	YDL137W
909	chrIV	234324	234334	+	YDL127W	NA
910	chrIV	234856	234906	+	YDL127W	NA
911	chrIV	235526	235574	+	NA	YDL138W
912	chrIV	238906	238934	+	NA	NA
913	chrIV	239789	239866	+	YDL124W	NA
914	chrIV	240188	240235	+	YDL124W	NA
915	chrIV	240418	240433	+	NA	YDL141W
916	chrIV	240646	240677	+	NA	YDL141W
917	chrIV	241278	241281	+	YDL123W	NA
918	chrIV	241383	241405	+	YDL123W	NA
919	chrIV	241518	241583	+	NA	YDL143W
920	chrIV	241933	241954	+	YDL122W	NA
921	chrIV	242289	242345	+	YDL122W	NA
922	chrIV	242404	242517	+	YDL122W	NA
923	chrIV	245827	245867	+	YDL120W	NA
924	chrIV	247564	247568	+	NA	YDL149W
925	chrIV	248170	248195	+	YDL117W	NA
926	chrIV	248223	248293	+	YDL117W	NA
927	chrIV	251494	251533	+	YDL116W	NA
928	chrIV	254159	254182	+	YDL114W-A	NA
929	chrIV	258835	258870	+	YDL112W	NA
930	chrIV	264389	264439	+	NA	NA
931	chrIV	267675	267770	+	YDL108W	YDL159W
932	chrIV	268863	268925	+	YDL107W	NA
933	chrIV	269047	269103	+	NA	YDL159W-A
934	chrIV	269281	269338	+	NA	YDL159W-A
935	chrIV	269434	269493	+	NA	YDL159W-A
936	chrIV	269565	269586	+	NA	YDL159W-A
937	chrIV	272178	272217	+	YDL105W	NA
938	chrIV	272319	272377	+	YDL105W	NA
939	chrIV	273745	273745	+	NA	NA
940	chrIV	276777	276791	+	YDL102W	NA
941	chrIV	283340	283395	+	YDL099W	NA
942	chrIV	286984	287043	+	YDL095W	NA
943	chrIV	289861	289884	+	YDL093W	NA
944	chrIV	290539	290605	+	NA	YDL170W
945	chrIV	290848	290901	+	NA	YDL170W
946	chrIV	292756	292759	+	YDL092W	NA
947	chrIV	292872	292946	+	NA	YDL173W
948	chrIV	294958	295030	+	NA	NA
949	chrIV	296521	296550	+	YDL089W	NA
950	chrIV	296689	296760	+	YDL089W	NA
951	chrIV	301377	301418	+	YDL086W	NA
952	chrIV	301843	301845	+	NA	YDL178W
953	chrIV	303160	303185	+	YDL085W	NA
954	chrIV	305058	305129	+	YDL084W	NA
955	chrIV	305212	305276	+	YDL084W	YDL180W
956	chrIV	308372	308405	+	YDL082W	NA
957	chrIV	308844	309038	+	NA	YDL181W
958	chrIV	310440	310491	+	NA	NA
959	chrIV	312397	312484	+	NA	NA
960	chrIV	312587	312618	+	NA	NA
961	chrIV	312851	312922	+	NA	NA
962	chrIV	315931	315972	+	NA	NA
963	chrIV	316569	316589	+	NA	NA
964	chrIV	320198	320249	+	NA	NA
965	chrIV	320417	320474	+	NA	NA
966	chrIV	320537	320575	+	NA	NA
967	chrIV	321596	321654	+	YDL075W	NA
968	chrIV	321916	321948	+	YDL075W	NA
969	chrIV	322176	322216	+	YDL075W	NA
970	chrIV	323902	323938	+	NA	NA
971	chrIV	326427	326443	+	YDL073W	NA
972	chrIV	330699	330762	+	YDL070W	NA
973	chrIV	330987	331017	+	YDL070W	NA
974	chrIV	332764	332803	+	NA	YDL186W
975	chrIV	334605	334684	+	YDL066W	NA
976	chrIV	334800	334818	+	YDL066W	NA
977	chrIV	334991	334991	+	NA	YDL191W
978	chrIV	337444	337493	+	YDL064W	NA
979	chrIV	341534	341607	+	YDL060W	NA
980	chrIV	345592	345633	+	YDL058W	NA
981	chrIV	351378	351449	+	YDL057W	NA
982	chrIV	351611	351663	+	NA	YDL196W
983	chrIV	351800	351892	+	NA	YDL196W
984	chrIV	352757	352797	+	YDL056W	NA
985	chrIV	357436	357503	+	NA	NA
986	chrIV	357699	357718	+	NA	NA
987	chrIV	363870	363937	+	YDL051W	NA
988	chrIV	367351	367377	+	NA	NA
989	chrIV	367409	367430	+	NA	NA
990	chrIV	369313	369336	+	YDL047W	NA
991	chrIV	369524	369628	+	YDL047W	NA
992	chrIV	371155	371196	+	YDL046W	NA
993	chrIV	372204	372224	+	YDL045W-A	NA
994	chrIV	382817	382930	+	NA	NA
995	chrIV	386258	386273	+	NA	NA
996	chrIV	387031	387064	+	NA	NA
997	chrIV	387171	387292	+	NA	NA
998	chrIV	387475	387483	+	NA	NA
999	chrIV	387597	387597	+	NA	NA
1000	chrIV	388789	388821	+	NA	NA
1001	chrIV	389058	389092	+	NA	NA
1002	chrIV	392485	392508	+	NA	NA
1003	chrIV	394151	394177	+	YDL031W	NA
1004	chrIV	396788	396817	+	NA	YDL218W
1005	chrIV	397411	397480	+	YDL030W	NA
1006	chrIV	398501	398537	+	NA	YDL219W
1007	chrIV	399307	399329	+	YDL029W	NA
1008	chrIV	399583	399688	+	NA	YDL221W
1009	chrIV	400014	400022	+	NA	YDL221W
1010	chrIV	404487	404535	+	YDL026W	NA
1011	chrIV	405290	405313	+	YDL025W-A	NA
1012	chrIV	407582	407649	+	NA	NA
1013	chrIV	407798	407860	+	NA	NA
1014	chrIV	411751	411760	+	YDL022W	NA
1015	chrIV	413857	413929	+	YDL021W	NA
1016	chrIV	417234	417271	+	NA	NA
1017	chrIV	424100	424211	+	YDL017W	NA
1019	chrIV	427221	427282	+	YDL014W	NA
1020	chrIV	427523	427620	+	NA	YDL236W
1021	chrIV	428906	428937	+	YDL013W	NA
1022	chrIV	431706	431770	+	YDL010W	NA
1023	chrIV	432286	432310	+	YDL010W	NA
1024	chrIV	432414	432441	+	NA	YDL240W
1025	chrIV	432486	432507	+	NA	YDL240W
1026	chrIV	433467	433515	+	YDL008W	NA
1027	chrIV	437730	437730	+	YDL007W	NA
1028	chrIV	438000	438025	+	YDL007W	NA
1029	chrIV	438318	438320	+	NA	YDL242W
1030	chrIV	439535	439653	+	YDL006W	NA
1031	chrIV	440373	440400	+	NA	YDL244W
1032	chrIV	442105	442115	+	YDL004W	NA
1033	chrIV	442972	443009	+	YDL004W	NA
1034	chrIV	444001	444039	+	YDL003W	NA
1035	chrIV	444556	444579	+	YDL003W	NA
1036	chrIV	447891	447984	+	YDL001W	NA
1037	chrIV	448276	448329	+	NA	YDL248W
1038	chrIV	452880	452894	+	YDR002W	NA
1039	chrIV	452968	453024	+	YDR002W	NA
1040	chrIV	453135	453248	+	NA	YDR002W
1041	chrIV	454046	454138	+	YDR003W	NA
1042	chrIV	454226	454354	+	YDR003W-A	YDR003W
1043	chrIV	454452	454485	+	YDR003W-A	YDR003W
1044	chrIV	454863	454903	+	YDR004W	YDR003W-A
1045	chrIV	455203	455270	+	YDR004W	YDR004W
1046	chrIV	457061	457079	+	NA	NA
1047	chrIV	461611	461656	+	YDR007W	NA
1048	chrIV	461806	461914	+	YDR007W	YDR007W
1049	chrIV	462089	462118	+	NA	YDR007W
1050	chrIV	463230	463272	+	YDR009W	NA
1051	chrIV	463466	463505	+	YDR009W	YDR009W
1052	chrIV	463877	463914	+	NA	YDR009W
1053	chrIV	464034	464055	+	NA	YDR009W
1054	chrIV	465580	465662	+	YDR011W	NA
1055	chrIV	465778	465804	+	YDR011W	NA
1056	chrIV	465858	465939	+	YDR011W	YDR011W
1057	chrIV	466053	466053	+	NA	YDR011W
1058	chrIV	470979	471048	+	YDR012W	NA
1059	chrIV	471409	471437	+	YDR012W	NA
1060	chrIV	471805	471839	+	YDR012W	NA
1061	chrIV	472178	472243	+	NA	YDR012W
1062	chrIV	472604	472670	+	YDR013W	YDR012W
1063	chrIV	473116	473186	+	YDR013W	YDR013W
1064	chrIV	473984	474121	+	YDR014W	YDR014W
1065	chrIV	477768	477783	+	YDR014W-A	NA
1066	chrIV	478099	478135	+	NA	YDR014W-A
1067	chrIV	478501	478525	+	NA	NA
1068	chrIV	481961	481990	+	NA	NA
1069	chrIV	482127	482157	+	NA	NA
1070	chrIV	482598	482620	+	NA	NA
1071	chrIV	485379	485408	+	NA	NA
1072	chrIV	485611	485640	+	NA	NA
1073	chrIV	486530	486552	+	YDR021W	NA
1074	chrIV	486675	486774	+	YDR021W	NA
1075	chrIV	489467	489496	+	YDR023W	NA
1076	chrIV	491316	491358	+	YDR025W	YDR024W
1077	chrIV	491486	491501	+	YDR025W	YDR024W
1078	chrIV	494609	494659	+	NA	NA
1079	chrIV	501772	501780	+	NA	NA
1080	chrIV	503459	503491	+	YDR031W	NA
1081	chrIV	506517	506573	+	NA	NA
1082	chrIV	507043	507085	+	NA	NA
1083	chrIV	507623	507649	+	YDR033W	NA
1084	chrIV	507894	507901	+	YDR033W	NA
1085	chrIV	508650	508699	+	NA	YDR033W
1086	chrIV	512141	512168	+	NA	NA
1087	chrIV	512486	512575	+	NA	NA
1088	chrIV	512994	513080	+	NA	NA
1089	chrIV	520713	520713	+	YDR034W-B	NA
1090	chrIV	521257	521316	+	YDR034W-B	NA
1091	chrIV	521727	521737	+	YDR035W	NA
1092	chrIV	522136	522163	+	NA	YDR035W
1093	chrIV	524972	524990	+	YDR037W	NA
1094	chrIV	525386	525419	+	YDR037W	NA
1095	chrIV	535450	535484	+	NA	NA
1096	chrIV	539761	539844	+	YDR041W	NA
1097	chrIV	542040	542095	+	NA	NA
1098	chrIV	542335	542346	+	NA	NA
1099	chrIV	544075	544103	+	NA	NA
1100	chrIV	544202	544242	+	NA	NA
1101	chrIV	544359	544359	+	NA	NA
1102	chrIV	544535	544553	+	NA	NA
1103	chrIV	544804	544871	+	NA	NA
1104	chrIV	546399	546492	+	YDR044W	NA
1105	chrIV	546573	546689	+	YDR044W	YDR044W
1106	chrIV	550931	550962	+	YDR047W	NA
1107	chrIV	551391	551530	+	YDR047W	NA
1108	chrIV	551703	551787	+	YDR047W	NA
1109	chrIV	552046	552132	+	NA	YDR047W
1110	chrIV	553162	553228	+	YDR049W	NA
1111	chrIV	553782	553782	+	NA	YDR049W
1112	chrIV	556725	556748	+	NA	NA
1113	chrIV	560519	560528	+	NA	YDR053W
1114	chrIV	560699	560709	+	NA	NA
1115	chrIV	562668	562674	+	YDR055W	NA
1116	chrIV	563448	563471	+	YDR055W	NA
1117	chrIV	563574	563625	+	NA	YDR055W
1118	chrIV	564069	564082	+	NA	YDR055W
1119	chrIV	564373	564565	+	NA	YDR055W
1120	chrIV	565862	565946	+	YDR057W	NA
1121	chrIV	570043	570101	+	YDR060W	NA
1122	chrIV	570558	570618	+	YDR060W	NA
1123	chrIV	574104	574146	+	YDR061W	NA
1124	chrIV	575450	575464	+	NA	YDR061W
1125	chrIV	576069	576158	+	YDR062W	NA
1126	chrIV	576469	576474	+	YDR062W	YDR062W
1127	chrIV	578501	578602	+	YDR063W	NA
1128	chrIV	579425	579441	+	YDR064W	NA
1129	chrIV	579655	579658	+	NA	YDR064W
1130	chrIV	579767	579849	+	NA	YDR064W
1131	chrIV	580018	580025	+	NA	YDR064W
1132	chrIV	580117	580128	+	NA	YDR064W
1133	chrIV	580638	580702	+	YDR065W	NA
1134	chrIV	580827	580893	+	NA	YDR065W
1135	chrIV	580980	581023	+	NA	YDR065W
1136	chrIV	581284	581291	+	NA	YDR065W
1137	chrIV	582320	582336	+	NA	NA
1138	chrIV	582706	582754	+	YDR068W	NA
1139	chrIV	583660	583726	+	YDR068W	NA
1140	chrIV	584945	584996	+	NA	NA
1141	chrIV	587995	588028	+	NA	NA
1142	chrIV	589765	589771	+	NA	NA
1143	chrIV	591005	591046	+	NA	NA
1144	chrIV	591631	591668	+	YDR073W	NA
1145	chrIV	592157	592454	+	YDR073W	NA
1146	chrIV	592565	592607	+	NA	YDR073W
1147	chrIV	593562	593571	+	YDR074W	NA
1148	chrIV	593648	593807	+	YDR074W	NA
1149	chrIV	594400	594430	+	NA	YDR074W
1150	chrIV	596953	596984	+	YDR075W	NA
1151	chrIV	597085	597105	+	YDR075W	NA
1152	chrIV	598389	598447	+	YDR076W	NA
1153	chrIV	599284	599313	+	NA	YDR076W
1154	chrIV	600570	600643	+	YDR077W	NA
1155	chrIV	600744	600762	+	YDR077W	NA
1156	chrIV	600996	601027	+	NA	YDR077W
1157	chrIV	601054	601357	+	NA	YDR077W
1158	chrIV	601510	601643	+	NA	YDR077W
1159	chrIV	601674	601702	+	NA	YDR077W
1160	chrIV	601750	601831	+	NA	NA
1161	chrIV	602216	602234	+	YDR079W	NA
1162	chrIV	602267	602321	+	YDR079W	NA
1163	chrIV	603030	603085	+	YDR079W	NA
1164	chrIV	603957	604000	+	YDR080W	NA
1165	chrIV	610349	610417	+	YDR082W	NA
1166	chrIV	612051	612057	+	YDR083W	NA
1167	chrIV	612200	612243	+	NA	YDR083W
1168	chrIV	614200	614240	+	NA	NA
1169	chrIV	616314	616324	+	NA	NA
1170	chrIV	617459	617518	+	NA	NA
1171	chrIV	617740	617819	+	NA	NA
1172	chrIV	621576	621616	+	YDR089W	NA
1173	chrIV	621991	622090	+	YDR089W	NA
1174	chrIV	628751	628862	+	NA	NA
1175	chrIV	629785	629852	+	YDR092W	NA
1176	chrIV	630158	630195	+	NA	YDR092W
1177	chrIV	631000	631024	+	YDR093W	NA
1178	chrIV	631525	631543	+	NA	YDR093W
1179	chrIV	636490	636579	+	YDR096W	NA
1180	chrIV	636678	636734	+	YDR096W	NA
1181	chrIV	636851	636945	+	YDR096W	NA
1182	chrIV	637050	637141	+	YDR096W	NA
1183	chrIV	644166	644189	+	NA	NA
1184	chrIV	651462	651470	+	NA	NA
1185	chrIV	652649	652720	+	YDR099W	NA
1186	chrIV	653359	653448	+	NA	YDR099W
1187	chrIV	653504	653609	+	NA	YDR099W
1188	chrIV	654036	654063	+	NA	YDR099W
1189	chrIV	654287	654329	+	NA	YDR099W
1190	chrIV	654973	655015	+	YDR100W	NA
1191	chrIV	657739	657778	+	YDR103W	NA
1192	chrIV	658301	658367	+	YDR103W	NA
1193	chrIV	658367	658419	+	NA	YDR103W
1194	chrIV	666980	666986	+	YDR106W	NA
1195	chrIV	668376	668410	+	NA	NA
1196	chrIV	668765	668765	+	NA	NA
1197	chrIV	671189	671256	+	YDR108W	NA
1198	chrIV	676043	676075	+	YDR110W	NA
1199	chrIV	682119	682165	+	YDR115W	NA
